period,period_type,period_label,area_code,area_name,ind_pet,dom_pet,rail_pet,pub_adm_pet,comm_pet,agric_pet,ind_coal,dom_coal,rail_coal,pub_adm_coal,comm_coal,agric_coal,ind_man_sol_fuel,dom_man_sol_fuel,ind_bio_and_waste,dom_bio_and_waste,observation,measure,unit
2021-01-01t00-00-00/p1y,Calender year,2021,E07000077,Uttlesford,7.4,8.1,0.6,0.0,0.1,2.5,0.6,0.8,0.0,0.0,0.0,0,0.0,0.4,2.3,1.5,24.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000103,Watford,3.7,0.2,0.6,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,0.1,0.4,5.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000241,Welwyn Hatfield,4.6,0.8,1.8,0.0,0.2,0.6,4.1,0.5,0.0,0.1,0.1,0,0.0,0.3,17.0,1.3,31.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000245,West Suffolk,13.1,16.0,1.5,0.4,0.2,3.2,6.8,1.1,0.0,0.1,0.1,0,2.3,0.6,7.0,2.5,55.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E12000006,East of England total,395.4,255.9,54.1,1.4,5.3,79.0,103.2,41.6,0.8,2.1,1.3,0,7.4,23.4,326.5,92.8,1390.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000001,City of London,3.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9,0.0,4.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000007,Camden,6.0,0.8,3.4,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.4,0.1,11.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000012,Hackney,4.5,0.3,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,0.0,1.8,0.2,7.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000013,Hammersmith and Fulham,3.8,0.3,0.8,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1,0.1,5.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000014,Haringey,4.5,0.3,1.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.4,0.2,7.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000019,Islington,3.3,0.3,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.4,0.1,5.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000020,Kensington and Chelsea,2.7,0.7,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.4,0.1,4.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000022,Lambeth,7.8,0.5,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.4,0.2,9.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000023,Lewisham,3.0,0.4,0.7,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,0.1,0.3,4.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000025,Newham,6.3,0.2,0.7,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,15.6,0.4,23.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000028,Southwark,3.6,0.7,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,0.2,9.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000030,Tower Hamlets,7.9,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.8,0.1,12.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000032,Wandsworth,4.3,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7,0.3,6.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000033,Westminster,21.9,1.0,0.8,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.7,0.1,27.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E13000001,Inner London total,83.1,6.3,9.9,0.6,5.1,0.3,0.0,0.4,0.0,0.0,0.0,0,0.4,0.4,30.9,2.3,139.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000002,Barking and Dagenham,12.0,0.2,0.5,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,0.3,0.4,13.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000003,Barnet,7.1,0.7,2.7,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0,0.1,0.1,0.2,0.4,11.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000004,Bexley,7.5,0.5,0.3,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,3.2,0.4,12.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000005,Brent,19.8,0.4,4.6,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,0.3,26.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000006,Bromley,7.9,1.2,0.4,0.0,0.1,0.5,0.0,0.4,0.0,0.0,0.0,0,0.0,0.2,0.3,0.6,11.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000008,Croydon,4.9,0.8,0.9,0.0,0.1,0.2,0.0,0.7,0.0,0.0,0.0,0,0.0,0.3,1.0,0.6,9.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000009,Ealing,11.2,0.6,1.9,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,2.6,0.4,17.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000010,Enfield,8.4,0.5,0.4,0.0,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0,0.1,0.1,0.3,0.6,11.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000011,Greenwich,6.6,0.4,0.2,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,0.3,0.3,8.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000015,Harrow,3.7,0.5,1.5,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0,0.1,0.1,0.2,0.3,6.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000016,Havering,7.5,0.7,0.5,0.0,0.2,0.4,0.0,0.1,0.0,0.0,0.0,0,0.1,0.1,0.1,0.5,10.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000017,Hillingdon,16.9,0.8,2.8,0.0,0.9,0.4,0.2,0.4,0.0,0.0,0.0,0,0.1,0.3,1.2,1.1,25.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000018,Hounslow,5.7,0.6,0.1,0.0,0.6,0.1,0.0,0.1,0.0,0.0,0.0,0,0.2,0.0,0.5,0.3,8.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000021,Kingston upon Thames,4.1,0.3,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0.2,5.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000024,Merton,3.9,0.4,0.2,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,0.7,0.3,5.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000026,Redbridge,7.6,0.4,0.2,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,0.1,0.4,9.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000027,Richmond upon Thames,3.3,0.6,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0.2,4.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000029,Sutton,4.8,0.4,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.8,0.3,6.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E09000031,Waltham Forest,4.8,0.3,0.6,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,1.3,0.3,7.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E13000002,Outer London total,147.8,10.2,17.9,0.1,4.5,3.1,0.2,2.7,0.0,0.0,0.0,0,0.9,1.7,14.6,8.0,211.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000223,Adur,3.3,0.2,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0,0.0,0.2,0.0,1.0,5.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000224,Arun,7.2,1.8,0.0,0.0,0.1,1.5,0.1,0.7,0.0,0.0,0.0,0,0.0,0.5,0.6,2.6,15.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000105,Ashford,11.2,10.7,0.7,0.0,0.1,3.8,2.4,0.7,0.1,0.1,0.0,0,0.0,0.4,11.3,2.2,43.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000084,Basingstoke and Deane,10.5,10.0,3.7,0.0,0.2,4.2,0.8,0.8,0.0,0.1,0.0,0,0.0,0.5,2.7,2.7,36.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000036,Bracknell Forest,3.1,0.6,0.2,0.1,0.1,0.5,0.0,0.5,0.0,0.0,0.0,0,0.0,0.3,0.1,1.9,7.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000043,Brighton and Hove,5.2,0.6,0.0,0.1,0.2,0.5,0.0,0.7,0.0,0.0,0.0,0,0.0,0.5,0.6,2.8,11.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000060,Buckinghamshire,30.8,27.0,15.4,0.2,0.4,10.8,3.8,2.2,0.0,0.3,0.1,0,0.3,1.5,13.7,7.4,113.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000106,Canterbury,3.9,2.5,0.1,0.0,0.1,1.3,0.4,0.7,0.0,0.0,0.0,0,0.0,0.5,1.6,2.4,13.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000177,Cherwell,23.3,13.0,7.0,3.3,0.1,4.4,5.6,0.7,0.0,0.1,0.1,0,0.2,0.5,34.2,2.5,95.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000225,Chichester,24.6,13.3,0.0,0.0,0.1,5.2,1.4,0.6,0.0,0.1,0.1,0,0.2,0.4,5.7,1.9,53.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000226,Crawley,21.9,0.3,0.1,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0,0.0,0.2,0.0,1.0,24.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000107,Dartford,5.3,0.6,0.2,0.0,0.4,0.3,0.0,0.3,0.0,0.0,0.0,0,0.0,0.2,0.7,1.2,9.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000108,Dover,5.3,3.3,0.1,0.0,0.1,1.5,2.3,0.6,0.0,0.1,0.0,0,0.0,0.4,9.8,1.9,25.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000085,East Hampshire,6.6,7.4,0.1,0.0,0.1,3.5,3.7,0.7,0.2,0.1,0.0,0,0.0,0.4,11.7,2.2,36.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000061,Eastbourne,2.4,0.3,0.1,0.0,0.0,0.3,0.1,0.4,0.0,0.0,0.0,0,0.0,0.3,0.4,1.4,5.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000086,Eastleigh,8.2,0.7,0.6,0.0,0.1,0.5,0.3,0.6,0.0,0.0,0.0,0,0.0,0.4,1.6,2.1,15.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000207,Elmbridge,3.8,0.8,0.3,0.0,0.1,0.3,0.0,0.6,0.0,0.0,0.0,0,0.0,0.4,0.3,2.1,8.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000208,Epsom and Ewell,1.0,0.2,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0,0.0,0.2,0.1,1.1,3.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000087,Fareham,5.9,0.7,0.2,0.2,0.1,0.4,0.2,0.5,0.0,0.0,0.0,0,0.1,0.3,0.7,1.9,11.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000112,Folkestone and Hythe,5.0,5.3,0.1,0.0,0.1,2.3,0.2,0.5,0.6,0.1,0.0,0,0.0,0.3,1.0,1.5,17.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000088,Gosport,4.1,0.2,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0,0.1,0.2,0.0,1.3,6.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000109,Gravesham,4.8,1.6,0.3,0.0,0.0,0.5,0.2,0.2,0.0,0.0,0.0,0,0.0,0.2,0.2,1.0,9.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000209,Guildford,4.6,2.7,1.7,0.0,0.1,1.1,0.7,0.6,0.0,0.0,0.0,0,0.0,0.4,3.0,2.0,17.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000089,Hart,4.6,1.8,0.7,0.0,0.1,1.1,0.2,0.4,0.0,0.0,0.0,0,0.0,0.3,0.3,1.3,10.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000062,Hastings,2.8,0.3,0.1,0.0,0.0,0.1,0.1,0.3,0.0,0.1,0.0,0,0.3,0.2,0.4,1.3,6.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000090,Havant,7.3,0.5,0.0,0.0,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0,0.0,0.4,1.1,2.0,12.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000227,Horsham,10.5,10.2,0.0,0.0,0.1,4.1,1.0,0.7,0.0,0.1,0.0,0,2.8,0.4,3.8,2.0,35.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000046,Isle of Wight,13.6,4.5,0.0,0.4,0.1,3.3,0.9,0.8,0.0,0.0,0.0,0,0.0,0.6,4.3,2.8,31.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000063,Lewes,3.3,4.9,0.1,0.0,0.1,2.6,0.9,0.5,0.0,0.1,0.0,0,0.9,0.3,2.5,1.7,17.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000110,Maidstone,9.3,5.7,0.3,0.0,0.1,2.9,1.8,0.8,0.0,0.1,0.1,0,0.1,0.5,7.5,2.6,31.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000035,Medway,11.9,1.4,0.2,0.0,0.1,0.8,0.1,1.0,0.0,0.0,0.0,0,0.7,0.7,1.5,4.1,22.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000228,Mid Sussex,7.6,5.8,0.1,0.0,0.1,2.4,2.0,0.5,0.3,0.0,0.0,0,4.9,0.3,8.3,1.8,34.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000042,Milton Keynes,11.5,2.9,2.1,0.0,0.2,1.8,0.0,1.0,0.0,0.1,0.0,0,0.0,0.7,2.8,3.8,26.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000210,Mole Valley,3.2,2.4,0.9,0.0,0.1,1.5,0.4,0.4,0.0,0.0,0.0,0,1.7,0.3,1.6,1.3,13.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000091,New Forest,793.6,6.9,0.7,0.0,0.2,4.2,0.6,0.8,0.0,0.0,0.0,0,180.5,0.6,2.9,2.9,994.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000178,Oxford,6.6,0.4,1.5,1.6,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0,0.0,0.2,0.3,1.3,12.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000044,Portsmouth,11.6,0.2,0.2,0.7,0.2,0.2,0.0,0.7,0.0,0.0,0.0,0,0.0,0.5,0.2,3.1,17.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000038,Reading,4.5,0.4,1.8,0.0,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0,0.0,0.3,0.3,1.6,9.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000211,Reigate and Banstead,6.9,1.1,0.8,0.0,0.1,0.7,0.0,0.5,0.0,0.0,0.0,0,0.0,0.3,0.1,1.8,12.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000064,Rother,3.4,7.2,0.6,0.0,0.1,4.7,0.2,0.6,0.1,0.0,0.0,0,2.7,0.4,0.5,1.8,22.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000212,Runnymede,3.5,0.6,0.2,0.1,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0,0.0,0.2,0.4,1.2,6.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000092,Rushmoor,4.5,0.3,0.5,0.0,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0,0.0,0.2,0.1,1.3,7.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000111,Sevenoaks,6.1,6.9,1.0,0.0,0.1,2.6,0.5,0.8,0.0,0.1,0.0,0,0.0,0.5,1.3,1.9,21.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000039,Slough,11.8,0.2,1.4,0.0,0.5,0.1,0.6,0.2,0.0,0.0,0.0,0,0.0,0.2,4.2,1.0,20.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000179,South Oxfordshire,7.8,9.9,3.4,0.0,0.1,5.9,1.7,0.6,0.0,0.1,0.0,0,0.1,0.4,7.1,2.0,39.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000045,Southampton,12.0,0.4,1.1,0.7,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0,0.0,0.5,0.2,2.7,18.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000213,Spelthorne,3.6,0.3,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0,0.1,0.2,0.0,1.4,6.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000214,Surrey Heath,14.6,0.6,0.1,0.0,0.1,0.2,0.1,0.3,0.0,0.0,0.0,0,0.0,0.2,0.4,1.1,17.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000113,Swale,11.2,2.8,0.1,0.0,0.1,2.0,1.1,0.6,0.0,0.0,0.0,0,0.6,0.4,2.9,2.3,24.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000215,Tandridge,3.0,2.6,1.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.3,0.5,1.4,11.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000093,Test Valley,9.0,12.9,1.5,0.0,0.1,5.3,1.7,0.5,0.0,0.1,0.0,0,0.4,0.3,6.1,1.6,39.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E07000114,Thanet,4.6,0.6,0.1,0.0,0.1,0.4,0.4,0.5,0.0,0.0,0.0,0,0.1,0.4,1.3,2.0,10.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
