period,period_type,period_label,area_code,area_name,ind_pet,dom_pet,rail_pet,pub_adm_pet,comm_pet,agric_pet,ind_coal,dom_coal,rail_coal,pub_adm_coal,comm_coal,agric_coal,ind_man_sol_fuel,dom_man_sol_fuel,ind_bio_and_waste,dom_bio_and_waste,observation,measure,unit
2021-01-01t00-00-00/p1y,Calender year,2021,W06000019,Blaenau Gwent,4.4,0.4,0.1,0.0,0.0,0.1,0.9,1.0,0.0,0.0,0.0,0,0.2,0.5,4.1,1.7,13.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000013,Bridgend,10.1,1.7,1.7,0.0,0.1,2.1,4.6,1.9,0.0,0.1,0.0,0,18.4,1.0,10.0,3.4,55.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000018,Caerphilly,14.1,1.6,0.9,0.0,0.1,1.9,3.1,2.6,0.0,0.1,0.0,0,0.2,1.4,8.1,4.6,38.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000015,Cardiff,15.2,1.1,3.2,0.1,0.2,0.9,0.4,4.2,0.0,0.5,0.1,0,12.7,2.1,3.3,6.6,50.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000010,Carmarthenshire,13.1,40.0,1.7,0.0,0.1,36.0,0.5,2.6,0.0,0.1,0.1,0,3.5,1.4,1.6,5.4,106.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000008,Ceredigion,6.9,25.1,0.1,0.0,0.1,23.1,0.2,1.2,0.3,0.1,0.0,0,0.0,0.7,21.5,2.9,82.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000003,Conwy,5.2,7.7,1.3,0.0,0.1,5.8,0.7,1.7,0.0,0.0,0.0,0,0.0,0.9,2.5,3.1,29.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000004,Denbighshire,11.3,10.6,0.4,0.0,0.1,6.7,0.6,1.4,0.2,0.1,0.0,0,0.0,0.8,2.4,2.9,37.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000005,Flintshire,34.1,14.9,1.5,0.0,0.1,4.8,43.5,2.0,0.0,0.0,0.0,0,11.3,1.0,112.7,3.6,229.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000002,Gwynedd,14.7,23.3,0.5,0.0,0.2,14.4,0.5,1.9,1.1,0.2,0.1,0,0.0,1.1,1.8,4.9,64.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000001,Isle of Anglesey,5.0,16.7,0.8,0.0,0.1,11.4,1.6,1.0,0.0,0.0,0.0,0,0.0,0.6,6.3,2.5,46.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000024,Merthyr Tydfil,6.8,0.8,0.2,0.0,0.0,0.3,0.2,0.8,0.0,0.0,0.0,0,0.0,0.4,1.3,1.3,12.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000021,Monmouthshire,10.7,11.5,2.3,0.0,0.1,10.2,0.1,1.1,0.0,0.1,0.0,0,0.0,0.6,0.7,2.1,39.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000012,Neath Port Talbot,12.5,4.2,1.5,0.0,0.1,2.4,34.9,2.1,0.0,0.0,0.0,0,393.8,1.1,1.1,3.7,457.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000022,Newport,13.7,2.5,2.8,0.0,0.1,2.1,0.1,1.8,0.0,0.0,0.0,0,3.7,0.9,1.6,3.0,32.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000009,Pembrokeshire,479.0,27.3,0.9,0.0,0.2,23.4,0.4,1.6,0.0,0.1,0.0,0,141.9,1.0,1.1,3.9,680.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000023,Powys,15.3,37.8,0.7,0.0,0.1,36.9,1.3,1.4,0.2,0.1,0.0,0,0.1,0.8,3.8,3.5,102.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000016,Rhondda Cynon Taf,15.8,1.6,1.9,0.0,0.1,2.3,2.0,3.4,0.0,0.1,0.0,0,0.1,1.8,5.4,5.9,40.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000011,Swansea,13.7,5.8,0.8,0.0,0.1,3.5,0.4,3.2,0.0,0.0,0.0,0,0.0,1.6,2.2,5.3,36.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000020,Torfaen,5.4,0.7,0.4,0.0,0.0,0.6,1.0,1.3,0.0,0.1,0.0,0,0.0,0.7,6.8,2.2,19.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000014,Vale of Glamorgan,8.0,4.8,1.6,0.0,0.1,4.5,27.8,1.8,0.0,0.0,0.0,0,0.0,0.9,11.6,3.1,64.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W06000006,Wrexham,13.6,8.6,0.4,0.0,0.1,5.3,0.1,1.3,0.0,0.0,0.0,0,0.2,0.7,66.0,2.4,98.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,W92000004,Wales total,728.6,248.7,25.8,0.1,2.0,198.8,124.9,41.2,1.8,1.7,0.6,0,586.3,22.0,276.0,77.9,2336.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000033,Aberdeen City,24.8,1.8,0.7,1.6,0.1,1.2,1.2,0.1,0.0,0.2,0.0,0,0.5,0.2,5.9,1.9,40.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000034,Aberdeenshire,28.1,49.0,2.9,0.0,0.2,36.4,1.9,1.1,0.0,0.1,0.1,0,2.0,0.9,3.5,5.8,132.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000041,Angus,10.1,10.6,2.6,0.0,0.1,8.5,0.5,0.3,0.0,0.0,0.0,0,0.0,0.3,2.2,2.0,37.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000035,Argyll and Bute,11.5,11.1,0.4,4.2,0.1,12.0,1.7,0.4,0.0,0.1,0.0,0,0.0,0.3,4.7,2.2,48.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000036,City of Edinburgh,17.0,1.7,3.7,0.2,0.3,1.1,1.0,0.3,0.0,0.0,0.0,0,0.0,0.2,6.3,1.3,32.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000005,Clackmannanshire,2.1,0.8,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0,0.1,0.1,0.3,0.7,5.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000006,Dumfries and Galloway,12.8,22.5,1.8,0.0,0.1,51.0,1.9,0.7,0.0,0.1,0.0,0,0.2,0.6,7.4,3.7,102.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000042,Dundee City,5.6,0.5,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.6,0.4,16.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000008,East Ayrshire,7.6,3.3,0.3,0.0,0.1,9.8,3.0,0.3,0.0,0.1,0.0,0,0.0,0.3,22.4,2.2,49.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000045,East Dunbartonshire,3.8,0.8,0.5,0.0,0.0,0.9,0.2,0.1,0.0,0.0,0.0,0,0.0,0.1,0.9,0.8,8.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000010,East Lothian,5.3,4.4,2.3,0.0,0.2,3.9,34.1,0.2,0.0,0.0,0.0,0,0.1,0.2,14.6,1.7,67.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000011,East Renfrewshire,1.2,0.8,0.2,0.0,0.0,1.6,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,0.1,0.9,4.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000014,Falkirk,938.4,2.0,1.1,0.1,0.1,2.4,0.0,0.2,0.0,0.0,0.0,0,0.2,0.2,0.8,1.1,946.6,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000047,Fife,304.9,8.4,5.9,0.0,0.2,9.0,0.3,0.6,0.0,0.1,0.0,0,0.6,0.6,4.5,4.7,339.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000049,Glasgow City,26.7,1.2,0.9,0.1,0.4,0.4,0.0,0.1,0.0,0.0,0.0,0,0.1,0.1,5.9,0.9,36.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000017,Highland,28.2,51.6,3.8,2.9,0.3,31.0,3.5,1.2,0.2,0.4,0.1,0,0.0,1.0,59.1,6.3,189.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000018,Inverclyde,1.6,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.2,0.6,3.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000019,Midlothian,3.7,2.6,0.6,0.0,0.1,2.3,0.5,0.1,0.0,0.1,0.0,0,0.0,0.2,4.0,1.2,15.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000020,Moray,13.3,11.7,0.6,0.3,0.1,9.5,1.3,0.4,0.1,0.0,0.0,0,0.1,0.3,14.4,2.1,54.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000013,Na h-Eileanan Siar,3.1,11.2,0.0,0.0,0.0,3.6,0.6,0.2,0.0,0.1,0.0,0,0.0,0.2,2.1,1.0,22.0,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000021,North Ayrshire,9.4,3.3,0.2,0.0,0.1,4.7,0.1,0.1,0.0,0.0,0.0,0,0.1,0.2,124.9,1.3,144.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000050,North Lanarkshire,27.4,2.8,1.5,0.0,0.1,2.7,0.1,0.2,0.0,0.0,0.0,0,1.0,0.4,0.9,3.5,40.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000023,Orkney Islands,2.1,6.6,0.0,0.0,0.0,12.5,0.2,0.2,0.0,0.1,0.0,0,0.0,0.1,0.5,0.8,23.2,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000048,Perth and Kinross,9.0,17.4,5.0,0.0,0.1,16.5,0.9,0.5,0.0,0.1,0.0,0,0.0,0.4,1.0,2.8,53.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000038,Renfrewshire,8.8,1.0,0.1,0.0,0.1,1.9,0.0,0.1,0.0,0.0,0.0,0,0.0,0.1,0.6,0.7,13.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000026,Scottish Borders,9.7,16.6,2.2,0.0,0.1,28.7,3.5,0.4,0.0,0.0,0.0,0,0.0,0.4,13.7,2.4,77.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000027,Shetland Islands,4.6,5.4,0.0,0.0,0.1,6.7,0.3,0.2,0.0,0.1,0.0,0,0.0,0.1,1.0,0.8,19.3,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000028,South Ayrshire,10.6,5.5,0.3,0.0,0.1,10.6,0.0,0.2,0.0,0.0,0.0,0,0.1,0.2,0.0,1.7,29.4,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000029,South Lanarkshire,23.4,10.3,2.1,0.0,0.1,12.7,0.7,0.3,0.0,0.0,0.0,0,0.5,0.4,4.3,2.8,57.7,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000030,Stirling,5.5,5.5,1.3,0.0,0.1,6.5,0.2,0.3,0.0,0.0,0.0,0,0.1,0.2,55.5,1.5,76.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000039,West Dunbartonshire,3.4,0.7,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6,0.2,5.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S12000040,West Lothian,11.7,2.4,1.0,0.0,0.1,3.0,0.1,0.1,0.0,0.0,0.0,0,0.2,0.2,1.0,1.7,21.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,S92000003,Scotland total,1575.2,274.0,42.8,9.6,3.5,293.7,57.9,9.0,0.3,1.7,0.7,0,6.0,8.7,371.8,61.8,2716.9,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000047,County Durham,42.9,9.7,3.7,0.0,0.3,12.9,3.5,17.6,0.1,0.1,0.0,0,1.0,7.5,14.9,11.0,125.1,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000005,Darlington,7.0,1.1,1.3,0.0,0.1,1.4,0.0,1.4,0.0,0.0,0.0,0,0.1,0.7,2.1,2.3,17.5,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E08000037,Gateshead,10.8,0.7,1.3,0.0,0.1,0.4,0.0,1.8,0.0,0.0,0.0,0,1.6,1.0,3.1,4.0,24.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
2021-01-01t00-00-00/p1y,Calender year,2021,E06000001,Hartlepool,5.3,0.4,0.4,0.0,0.0,0.5,0.0,1.1,0.0,0.0,0.0,0,23.3,0.6,0.1,2.1,33.8,"Sub-national estimates of non-gas, non-electricity and non-road transport fuel consumption",thousand tonnes of oil equivalent
